Do Not Publish	Business Owner Name	Business Name	Street Number	Street Name	Suite Number	P.O. Box Number	PMB Number	City	State	 Zip 	 Home Based 	 Primary NAICS #	 NAICS Description 	 New Business? 	Business Start	Business Expiration	Ownership Type	# Employees	Council District	Business Community	BID	BID Description
N	STARLIGHT MKT INC	STARLIGHT MARKET	7020	EL CAJON BLVD 				SAN DIEGO	CA	92115-1824	N	4453	LIQUOR STORE	N	9/15/2012	9/30/2021	CORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	STEREO DEPOT INC	STEREO DEPOT	6445	EL CAJON BLVD 				SAN DIEGO	CA	92115-2646	N	44131	STEREO SHOP FOR AUTO ALARMS VIDEO INSTALLATIONS.	N	5/1/2006	4/30/2021	CORP	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	VICTOR I URQUIDEZ & JUAN E PAULIN	STRAIGHT WIRE ORTHODOTIC LABORATORY	7283	EL CAJON BLVD 				SAN DIEGO	CA	92115-1835	N	56149	PRODUCTION OF ORTHODONTICS APPLIANCES FOR DENTIST	N	2/24/2020	2/28/2021	PARTNR	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	STUDIO 6608 LLC	STUDIO 6608	6608	EL CAJON BLVD 				SAN DIEGO	CA	92115-2801	N	71151	STUDIO 6608 IS A LARGE DESIGN STYDUI THAT HAS BEEN DIVIDED INTO SMALLER STUDIO SPACES THESE SPACES ARE RENTED TO ARTISTS, DESIGNERS, CRAFTS PEOPLE	N	5/1/2010	4/30/2021	LLC	0	9	COLLEGE AREA	21	COLLEGE AREA
N	REDONDO ALFONSO H	STUDIO 69	6911	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	81355	BEAUTY SALONS	N	7/1/1974	6/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JESS D SERRANO & MARY K PALUSO	STUDIO 69	6917	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	812112	BEAUTY SALONS HAIR AND COLORING, PERM SERVICES	N	2/1/1990	1/31/2021	PARTNR	6	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SDSU SUBS LLC	SUBWAY 57844	5500	CAMPANILE DR 				SAN DIEGO	CA	92115-1701	N	7222	FAST FOOD	N	9/1/2015	8/31/2021	LLC	3	9	COLLEGE AREA	21	COLLEGE AREA
N	A FINE PROPERTY INC	SUNCO FUEL	7006	EL CAJON BLVD 				SAN DIEGO	CA	92115-1824	N	44711	GAS STATION RETAIL	N	11/1/2008	10/31/2021	SCORP	6	9	COLLEGE AREA	21	COLLEGE AREA
N	LARES EZEQUIEL	SUNSET AUTO BODY AND PAINTING	6540	EL CAJON BLVD 				SAN DIEGO	CA	92115-2704	N	811121	AUTOMOTIVE BODY, PAINT & INTERIOR R&M	N	3/4/1987	2/28/2021	SOLE	2	9	COLLEGE AREA	21	COLLEGE AREA
N	YI WANG	SUNSHINE SPA	6512	EL CAJON BLVD 	J			SAN DIEGO	CA	92115-2703	N	812198	FOOT AND BODY MASSAGE	N	7/2/2019	7/31/2021	SOLE	2	9	COLLEGE AREA	21	COLLEGE AREA
N	CSG ENTERPRISES	SUPERCUTS	6011	EL CAJON BLVD 				SAN DIEGO	CA	92115-3841	N	812112	HAIRSALON	N	6/1/2006	5/31/2021	CORP	10	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	NGUYEN TAM KHUAT	SUPERNAIL	6165	EL CAJON BLVD 	J			SAN DIEGO	CA	92115-3927	N	812112	BEAUTY SALONS	N	7/5/1985	9/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	SURF AND SOUL SPOT LLC	SURF AND SOUL SPOT LLC	7229	EL CAJON BLVD 				SAN DIEGO	CA	92115-1830	N	722211	FAST CASUAL SOUL FOOD TAKEOUT	N	10/18/2019	10/31/2021	LLC	4	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SUSY KEO	SUSY KEO	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812115	BEAUTY BOOTH RENTAL	N	5/1/2007	4/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	T C G MOTOR VEHICLES LLC	T C G MOTOR VEHICLES LLC	6610	EL CAJON BLVD 	101			SAN DIEGO	CA	92115-2801	N	44112	RETAIL USED MOTOR VECHICLES SALES.	N	6/1/2011	5/31/2021	LLC	0	9	COLLEGE AREA	21	COLLEGE AREA
N	ISAMU MORIKIZONO	TAJIMA RAMEN COLLEGE HEIGHTS	6061	EL CAJON BLVD 	2			SAN DIEGO	CA	92115-3843	N	72211	FULL SERCVICE RESTAURANT	N	5/15/2019	5/31/2021	SOLE	35	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SIMON H OLIVERI & HEZTHEVAN GARCIA	TAKO FACTORY	7287	EL CAJON BLVD 				SAN DIEGO	CA	92115-1835	N	72221	SELL A VARIETY OF TACOS	N	8/1/2013	7/31/2021	PARTNR	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	TAP TRUCK LLC	TAP TRUCK LLC	6548	EL CAJON BLVD 				SAN DIEGO	CA	92115-2704	N	532	PARTY RENTAL	N	12/15/2016	12/31/2020	LLC	2	9	COLLEGE AREA	21	COLLEGE AREA
N	LEE USA 888 INC	TAPIOCA EXPRESS	6145	EL CAJON BLVD 	G			SAN DIEGO	CA	92115-3923	N	722213	SOFT DRINKS & SNACKS RETAIL SALES	N	4/1/2011	3/31/2021	SCORP	4	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	TEAM POWER TIRES INC	TEAM POWER TIRES INC	6130	EL CAJON BLVD 				SAN DIEGO	CA	92115-3914	N	4533	USED MERCHANDISE STORES	N	4/1/1998	3/31/2021	CORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	TEKA D ABEBE	TEKA D ABEBE	6470	EL CAJON BLVD 	236			SAN DIEGO	CA	92115-2666	Y	48531	TAXI CAB DRIVER	N	7/11/2007	7/31/2021	SOLE	0	9	COLLEGE AREA                       	21	COLLEGE AREA
Y	TERRA AMERICAN BISTRO INC	TERRA AMERICAN BISTRO & CATERING/ SHALOM CATERING	7091	EL CAJON BLVD 				SAN DIEGO	CA	92115-1825	N	7221	RESTAURANT	N	4/1/2011	3/31/2021	SCORP	25	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	TERRI L CALDWELL	TERRIS VENDING	5526	EL CAJON BLVD 				SAN DIEGO	CA	92115-3623	N	45421	SODA MACHINE CANDY MACHINE CIGARETTES SOLD BY CASHIER	N	1/1/2009	12/31/2020	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	SRIWICHAI LLC	THAI STYLE MASSAGE	6663	EL CAJON BLVD 	P			SAN DIEGO	CA	92115-2852	N	812198	MASSAGE THERAPY	N	3/5/2014	3/31/2021	LLC	2	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	CHINDAPHORN AND MIKE XAYAVONG	THAI TASTE 1	7030	EL CAJON BLVD 				SAN DIEGO	CA	92115-1824	N	72211	RESTAURANT THAI FULL SERVICE	N	6/1/2011	5/31/2021	H-W	6	9	COLLEGE AREA	21	COLLEGE AREA
N	ANGELA SANDOVAL	THE ALCOVE	5540	EL CAJON BLVD 				SAN DIEGO	CA	92115-3623	N	72211	WINE & BEER RESTAURANT	N	2/6/2019	2/28/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	ELENA SHAKUTO	THE ART LOUNGE	5602	EL CAJON BLVD 				SAN DIEGO	CA	92115-3735	N	812196	TATTOO AND PERMANENT MAKEUP STUDIO	N	9/14/2019	9/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	AARSHA AUTO GROUP INC	THE AUTO MART	6880	EL CAJON BLVD 				SAN DIEGO	CA	92115-1724	N	44112	USED CAR DEALERS	N	8/26/1996	8/31/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	DAMON ENTERPRISES INC	THE BLVD	6949	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-1739	N	7224	DRINKING PLACES (ALCOHOLIC BEVERAGES)	N	2/6/1997	2/28/2021	CORP	5	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	LENBARON ENTERPRISES, LLC	THE CAR GROTTO / THE BOAT GROTTO	7111	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-1828	N	44112	USED CAR DEALERS	N	11/1/1994	10/31/2021	LLC	3	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ANTHONY GANAWAY II	THE CUTT'N EDGE	6485	EL CAJON BLVD 				SAN DIEGO	CA	92115-2646	N	812111	BARBERSHOP	N	10/15/2013	10/31/2021	SOLE	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	FOXPEOPLES LLC	THE GO LOUNGE	7123	EL CAJON BLVD 				SAN DIEGO	CA	92115-1828	N	7224	DRINKING PLACES (ALCOHOLIC BEVERAGES)	N	2/27/2017	2/28/2021	LLC	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	THE GOLDEN STANDARD LLC	THE GOLDEN STANDARD	6161	EL CAJON BLVD 	B419			SAN DIEGO	CA	92115-3922	N	45421	VENDING/ATM OPERATOR	N	9/6/2017	9/30/2021	LLC	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	THE HABIT RESTAURANTS LLC	THE HABIT BURGER GRILL	5500	CAMPANILE DR 				SAN DIEGO	CA	92115-1701	N	7222	FAST CASUAL DINING	N	1/29/2014	1/31/2021	LLC	25	9	COLLEGE AREA	21	COLLEGE AREA
N	THE HALAL SHACK SDSU LLC	THE HALAL SHACK SDSU LLC	5500	CAMPANILE DR 				SAN DIEGO	CA	92115-1701	N	72	ACCOMMODATION & FOOD SERVICES	N	7/15/2019	7/31/2021	LLC	0	9	COLLEGE AREA	21	COLLEGE AREA
N	THE LITTLE FLOWER LLC	THE LITTLE FLOWER LLC	5547	EL CAJON BLVD 				SAN DIEGO	CA	92115-3624	N	45311	FLORAL ARRANGEMENTS	N	7/5/2014	7/31/2021	LLC	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ZSAL LIVING ROOM INC	THE LIVING ROOM COFFEEHOUSE	5900	EL CAJON BLVD 				SAN DIEGO	CA	92115-3826	N	722212	COFFEEHOUSE, DELI RESTAURANT	N	7/1/2016	6/30/2021	SCORP	23	9	COLLEGE AREA	21	COLLEGE AREA
N	MARCI KYLE	THE LOTUS COUNSELING CENTER MARCI KYLE LCSW	6244	EL CAJON BLVD 	3			SAN DIEGO	CA	92115-3918	N	62133	MENTAL HEALTH COUNSELING.	N	9/4/2017	9/30/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	THE MEMBERS ONLY LOUNGE LLC	THE MEMBERS ONLY LOUNGE LLC	6340	EL CAJON BLVD 				SAN DIEGO	CA	92115-2641	N	7115	RADIO, PODCAST, EVENTS	N	7/26/2019	7/31/2021	LLC	2	9	COLLEGE AREA	21	COLLEGE AREA
N	SARAH O TWAMLEY	THE UNCLUTTERED HOME	6021	ADAMS AVE 				SAN DIEGO	CA	92115-3806	Y	81299	PROFESSIONAL HOME ORGANIZER, PACKING AND UNPACKING ORGANIZER	N	5/21/2019	5/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	THE UPS STORE INC	THE UPS STORE	6353	EL CAJON BLVD 	124			SAN DIEGO	CA	92115-2655	N	56149	SHIPPING SERVICE   PACKAGING SUPPLIES   SERVICES   OFFICE SUPPLIES   MAIL SERVICE	N	2/28/2015	2/28/2021	CORP	2		MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	THUMBS UP! LLC	THUMBS UP! LLC	6450	MONTEZUMA RD 				SAN DIEGO	CA	92115-2637	Y	81299	EVENT PLANNING, BAR SERVICE, STREET VENDING	N	2/18/2014	2/28/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	TIFFANY L MOORE	TIFFANYLORINE&CO	6353	EL CAJON BLVD 	124			SAN DIEGO	CA	92115-2655	N	454	RETAIL	N	8/31/2019	8/31/2021	SOLE	0		MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	TINA GREENBANK	TINA GREENBANK	4657	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	812115	BEAUTY SALON - BOOTH RENTAL	N	1/13/2020	1/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	HAI T HUYNH	TINA'S ALTERATIONS AND TAILORING	6342	EL CAJON BLVD 				SAN DIEGO	CA	92115-2641	N	8129	ALTERATION AND TAILORING	N	3/11/2008	3/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	SMITH COLIN N	TIRES BY VALVE INC TOP VALVE TIRE	7073	EL CAJON BLVD 	D			SAN DIEGO	CA	92115-1825	N	811111	GENERAL AUTOMOTIVE REPAIR	N	1/9/1985	12/31/2020	CORP	4	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	SUSHI LOHA JAPANESE BISTRO	TOKYO SUSHI LOHA	6502	EL CAJON BLVD 				SAN DIEGO	CA	92115-2701	N	722	SUSHI RESTAURANT.	N	9/15/2013	9/30/2021	SCORP	16	9		21	COLLEGE AREA
N	BINTI WU	TOP 10 ORIENTAL RESTAURANT	6165	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-3927	N	72211	RESTAURANT	N	4/30/2015	4/30/2021	SOLE	5	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	PASPURPER LLC	TOTAL CARE RECOVERY SERVICES 	6161	EL CAJON BLVD 	B-428			SAN DIEGO	CA	92115-3922	N	541615	RECOVERY CONSULTING AND SERVICES	N	8/12/2019	8/31/2021	LLC	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	TRADER JOES COMPANY	TRADER JOES 224	5140	COLLEGE AVE 	119			SAN DIEGO	CA	92115-2447	N	445	RETAIL GROCERY STORE	N	5/19/2017	5/31/2021	CORP	84	9	COLLEGE AREA	21	COLLEGE AREA
N	TOMAS J ARCHULETA	TRUE FIT TATTOO	6561	EL CAJON BLVD 				SAN DIEGO	CA	92115-2705	N	812196	PERFORMING TATTOOS	N	3/8/2014	3/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
Y	NOE TRUJILLO & CRISTINA TRUJILLO	TRUJILLO'S TACO SHOP #1	6450	EL CAJON BLVD 				SAN DIEGO	CA	92115-2645	N	72221	TACO SHOP	N	9/1/2014	8/31/2021	H-W	0	9	COLLEGE AREA	21	COLLEGE AREA
N	NOE A TRUJILLO MARIA C TRUJILLO	TRUJILLOS TACO SHOP #2	5119	COLLEGE AVE 				SAN DIEGO	CA	92115-2411	N	7223	RESTAURANT FOOD HANDLING   	N	9/2/2002	9/30/2021	H-W	0	9	COLLEGE AREA	21	COLLEGE AREA
N	TOAN TRUONG	TT ACUPUNCTURE	4529	COLLEGE AVE 				SAN DIEGO	CA	92115-4010	N	621399	ALTERNATIVE ORIENTAL MEDICINE USE ACUPUNTURE NEEDLES MOXA (THE TYPE OF CHINESE HERB) CUPPING MASSAGE TO TREAT PATIENTS.	N	4/10/2007	4/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	ALL STARS RESTAURANT INC	UGLY DOG	6344	EL CAJON BLVD 				SAN DIEGO	CA	92115-2641	N	72241	BAR- BEER AND WINE ONLY.	N	7/15/2016	7/31/2021	CORP	9	9	COLLEGE AREA	21	COLLEGE AREA
N	ULTREYA COFFEE AND TEA LLC	ULTREYA COFFEE AND TEA LLC	4653	COLLEGE AVE 				SAN DIEGO	CA	92115-3904	N	722213	COFFEESHOP	N	6/1/2018	5/31/2021	LLC	2	9	COLLEGE AREA	21	COLLEGE AREA
N	STAR OF DAVID ENTERPRISES INC	UNICARS	6580	EL CAJON BLVD 				SAN DIEGO	CA	92115-2707	N	44112	USED CAR DEALER	N	3/1/2010	2/28/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	UNIQUE AUTO GROUP INC	UNIQUE AUTO GROUP INC	5832	EL CAJON BLVD 				SAN DIEGO	CA	92115-3740	N	44112	RETAIL SALES OF USED VEHICLES	N	9/15/2006	9/30/2021	CORP	2	9	COLLEGE AREA	21	COLLEGE AREA
N	REZA AGHAJAVADYHA	UNIQUE AUTOMOTIVE GROUP	5832	EL CAJON BLVD 				SAN DIEGO	CA	92115-3740	N	44112	USED AUTO DEALESHIP	N	3/1/2017	2/28/2021	SOLE	3	9	COLLEGE AREA	21	COLLEGE AREA
N	DAGUANG SUN	UNIQUE FOOT MASSAGE	6610	EL CAJON BLVD 				SAN DIEGO	CA	92115-2801	N	812193	MASSAGE/SPA	Y	10/21/2020	10/31/2021	SOLE	2	9	COLLEGE AREA	21	COLLEGE AREA
N	RONALD P PATTERSON	UNIQUE VISUAL MEDIA	4812	70TH ST 	15			SAN DIEGO	CA	92115-3080	Y	54143	WEB DEIGN, GRAPHIC DESIGN	N	4/5/2019	4/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA              	21	COLLEGE AREA
N	AZTEC SHOPS LTD	UNIVERISTY TOWERS	5505	MONTEZUMA RD 				SAN DIEGO	CA	92115-2316	N	81351	ROOMING & BOARDING HOUSES	N	5/1/2001	4/30/2021	CORP	40	9	COLLEGE AREA	21	COLLEGE AREA
Y	EMI RIGGINS	URBAN CUTZ BARBERSHOP	6781	EL CAJON BLVD 				SAN DIEGO	CA	92115-1621	N	812111	BARBER SHOP	N	9/7/2010	9/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	US BANK NATIONAL ASSOCIATION	US BANK	6155	EL CAJON BLVD 				SAN DIEGO	CA	92115-3915	N	81358	BANKING.	N	9/1/2017	8/31/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	US BANK NATIONAL ASSOCIATION	US BANK	5500	CAMPANILE DR 				SAN DIEGO	CA	92115-1701	N	81358	BANKING.	N	9/1/2017	8/31/2021	CORP	0	9	COLLEGE AREA	21	COLLEGE AREA
N	UT NAILS & SPA	UT NAILS & SPA	6512	EL CAJON BLVD 	F			SAN DIEGO	CA	92115-2703	N	812113	NAILS SALON	N	1/1/2017	12/31/2020	SCORP	0	9	COLLEGE AREA	21	COLLEGE AREA
Y	VINCENZO A STORNIOLO	V & C MARKER COUNSULTING	6316	EL CAJON BLVD 				SAN DIEGO	CA	92115-2641	N	81299	CONSULTING AND REPAIR SERVICES INVOLVING GRAVESTONE MARKERS	N	8/10/2005	8/31/2021	SOLE	0	9	COLLEGE AREA	21	COLLEGE AREA
N	HADI YAHYAPOUR	VH MOTORSPORTS & ACCESSORIES	6620	EL CAJON BLVD 				SAN DIEGO	CA	92115-2801	N	4413	RETAIL AND WHOLESALE OF NEW AND USED AUTO PARTS.	N	2/14/2020	2/28/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
N	TRANG THI VAN	VICTORIAN NAILS	5842	MONTEZUMA RD 				SAN DIEGO	CA	92115-2340	N	81211	MANICURE SERVICES.	N	4/1/2018	3/31/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
Y	VICTORS TIRE SHOP INC	VICTORS TIRE SHOP #3	6554	EL CAJON BLVD 				SAN DIEGO	CA	92115-2707	N	44132	SALE OF NEW AND USED TIRES	N	5/6/2019	5/31/2021	CORP	1	9	COLLEGE AREA	21	COLLEGE AREA
Y	VILMA ALTAMIRANO	VILMA ALTAMIRANO	6161	EL CAJON BLVD 	B190			SAN DIEGO	CA	92115-3922	Y	56172	JANITORIAL SERVICES 	N	7/1/2011	6/30/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	VINA HOSPITALITY INC	VINA HOSPITALITY INC	6840	EL CAJON BLVD 				SAN DIEGO	CA	92115-1724	N	72111	HOTELS (EXC CASINO HOTELS) & MOTELS	N	9/1/2015	8/31/2021	CORP	0	9	COLLEGE AREA                       	21	COLLEGE AREA
N	VISHIONS SDSU PARTNERSHIP	VISHIONS SDSU	5807	EL CAJON BLVD 				SAN DIEGO	CA	92115-3741	N	453991	TOBACCO SHOP	N	8/17/2015	7/31/2021	PARTNR	1	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	VIVINT INC	VIVINT INC	6784	EL CAJON BLVD 	I			SAN DIEGO	CA	92115-1602	N	561621	SALES AND INSTALLATION OF SECURITY SYSTEMS DOOR TO DOOR 	N	4/30/2007	4/30/2021	CORP	12	9	COLLEGE AREA	21	COLLEGE AREA
N	VOGO INC	VOGO INC	5120	COLLEGE AVE 	122			SAN DIEGO	CA	92115-2445	N	72211	RESTAURANT.	N	5/1/2018	4/30/2021	CORP	17	9	COLLEGE AREA	21	COLLEGE AREA
N	VONS COMPANIES INC	VONS #2352	6155	EL CAJON BLVD 				SAN DIEGO	CA	92115-3915	N	4451	GROCERY STORES. HOME DELIEVERY. 	N	8/29/1988	10/31/2021	CORP	86	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	WASH N GO LAUNDRY INC	WASH N GO LAUNDRY	6931	EL CAJON BLVD 				SAN DIEGO	CA	92115-1754	N	81231	COIN LAUNDARY	N	11/15/2013	11/30/2020	SCORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	WE ARE TRANSLATIONS INC	WE ARE TRANSLATIONS INC	6512	EL CAJON BLVD 	A			SAN DIEGO	CA	92115-2703	N	812112	BEAUTY SALON	N	2/15/2016	2/28/2021	CORP	3	9	COLLEGE AREA	21	COLLEGE AREA
N	SUNBELT TOWING INC	WESTERN TOWING SERVICE	7182	EL CAJON BLVD 				SAN DIEGO	CA	92115-1827	N	48841	TOWING AND STORAGE	N	6/12/1989	6/30/2021	CORP	1	9	COLLEGE AREA	21	COLLEGE AREA
N	KIANTI RESTAURANT GROUP INC	WILD THYME	5841	EL CAJON BLVD 				SAN DIEGO	CA	92115-3741	N	72	ACCOMMODATION & FOOD SERVICES	N	3/12/2019	3/31/2021	CORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	CERAVOLO WILLIAM	WILLIAM CERAVOLO ENROLLED AGENT	5067	CAMPANILE DR 				SAN DIEGO	CA	92115-2334	N	5412	ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES	N	11/1/1997	10/31/2021	SOLE	2	9	COLLEGE AREA	21	COLLEGE AREA
N	HOTWINGS INC	WINGS 'N' THINGS	6715	EL CAJON BLVD 				SAN DIEGO	CA	92115-1621	N	7221	FULL-SERVICE RESTAURANTS	N	3/14/1985	1/31/2021	CORP	20	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	WOODSTOCK'S PIZZA LLC	WOODSTOCK'S PIZZA	6145	EL CAJON BLVD 	P			SAN DIEGO	CA	92115-3923	N	722	FOOD SERVICES & DRINKING PLACES	N	10/23/2001	10/31/2021	CORP	40	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	LUCKY LADY SAN DIEGO INC	XO  RESTAURANT & BAR	5522	EL CAJON BLVD 				SAN DIEGO	CA	92115-3623	N	72211	BAR AND RESTAURANT	N	11/26/2015	11/30/2021	CORP	5	9	COLLEGE AREA	21	COLLEGE AREA
N	YAMEI WU	YAMEI WU	6512	EL CAJON BLVD 	J			SAN DIEGO	CA	92115-2703	N	812198	MASSAGE THERAPIST.	N	10/11/2018	10/31/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
N	BRITTNEY POPPE	YOGA WITH POPPE/ THE YOGA NEST	7220	EL CAJON BLVD 				SAN DIEGO	CA	92115-1829	N	611626	YOGA TEACHER	N	10/1/2018	9/30/2021	SOLE	1	9	COLLEGE AREA	21	COLLEGE AREA
N	JJT THREE STAR INC	YOGURT LAND	6165	EL CAJON BLVD 	N			SAN DIEGO	CA	92115-3927	N	72221	YOGURT, SOFT DRINKS AND SNACK SHOP	N	3/1/2008	2/28/2021	SCORP	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	JOSE L REYES	YUMMY YUMMY JUICE BAR	6784	EL CAJON BLVD 	B-1			SAN DIEGO	CA	92115-1602	N	722213	NON-ALCOHOLIC DRINKS	N	1/1/2020	12/31/2020	SOLE	0	9	COLLEGE AREA                       	21	COLLEGE AREA
Y	MOHAMED ASAFA WOCHE	ZAM ZAM CAB	6470	EL CAJON BLVD 	116			SAN DIEGO	CA	92115-2660	Y	48531	CAB BUSINESS WITHIN SAN DIEGO	N	10/27/2009	10/31/2021	SOLE	0	9	COLLEGE AREA                       	21	COLLEGE AREA
Y	ZAYRII ENNIS	ZAYRII ENNIS	6345	EL CAJON BLVD 	1324			SAN DIEGO	CA	92115-5571	N	44	RETAIL	N	11/14/2019	11/30/2020	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	LACRECIA D RANDELL	ZENTARIA'S YOUNIQUE INNOVATIONS	6161	EL CAJON BLVD 	B			SAN DIEGO	CA	92115-3987	Y	8129	OTHER PERSONAL SERVICES	N	8/11/1997	8/31/2021	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	QOPI INC	ZODIAK HOOKAH LOUNGE	6455	EL CAJON BLVD 				SAN DIEGO	CA	92115-2646	N	453991	HOOKAH LOUNGE.	N	8/25/2014	8/31/2021	SCORP	4	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
N	MICHELLE LOPEZ	_STYLEDBYMICHELLE	5935	EL CAJON BLVD 				SAN DIEGO	CA	92115-3827	N	812115	BEAUTY SALONS- BOOTH RENT	N	11/16/2018	11/30/2020	SOLE	0	9	MID-CITY:EASTERN AREA	21	COLLEGE AREA
